岗位,地点,薪资,工作经验,学历,公司名称,技能,工作福利,工作类型,融资情况,公司规模
数据分析师,北京·大兴区·亦庄,16-30K,5-10年,本科,京东集团,"['SQL', 'Python', 'Excel', 'Hive', '大数据', '人工智能']",五险一金，定期体检，年终奖，节日福利，餐补，零食下午茶，交通补助，补充医疗保险，免费班车，包吃，员工旅游，带薪年假，股票期权,电子商务,已上市,10000人以上
电商数据分析,北京·大兴区,16-32K,5-10年,本科,京东世纪贸易有限公司,"['数据分析', '数据库']",全勤奖，补充医疗保险，五险一金，餐补，年终奖，定期体检,互联网,已上市,10000人以上
故障诊断工程师（应届）,北京·丰台区·总部基地,7-12K,在校/应届,本科,能高普康,"['数据挖掘', '数据分析', '数据采集']",五险一金，节日福利，带薪年假，员工旅游，年终奖，餐补，定期体检，全勤奖，通讯补贴,电力/热力/燃气/水利,A轮,20-99人
产品经理（互联网医院）,北京·丰台区·纪家庙,15-30K,5-10年,本科,高博医院,"['数据分析', '产品设计', '产品规划', '用户研究', '项目管理']",定期体检，节日福利，餐补，交通补助，包吃，年终奖，零食下午茶，带薪年假，五险一金，免费班车,企业服务,未融资,1000-9999人
SEM竞价,北京·丰台区·丽泽,6-8K,1-3年,大专,波菲特咨询,"['数据分析', 'SEM', '市场推广']",五险一金，年终奖，全勤奖，节日福利，加班补助，带薪年假，员工旅游，交通补助，零食下午茶，通讯补贴,企业服务,不需要融资,20-99人
天猫国际/京东自营/运营助理/专员,北京·丰台区·宋家庄,7-9K,1-3年,本科,药享科技,"['运营专员', '电商运营', '网店店长', '跨境电商运营']",餐补，年终奖，员工旅游，节日福利，股票期权，五险一金，带薪年假,电子商务,天使轮,20-99人
网站运营维护,北京·丰台区·科技园区,7-12K,3-5年,本科,雅颐,"['数据分析', '运维', '系统管理员']",补充医疗保险，五险一金,文化/体育/娱乐,不需要融资,20-99人
产品经理,北京·丰台区·宋家庄,11-20K,3-5年,本科,易实惠,"['产品设计', '数据分析', '供应链产品', '产品运营']",五险一金，年终奖，加班补助，带薪年假，股票期权,电子商务,未融资,20-99人
Python高级开发工程师,北京·丰台区·科技园区,15-25K,经验不限,本科,微步,"['Python', '网络爬虫技术', 'Web端', '架构师', '数据分析']",带薪年假，全勤奖，交通补助，零食下午茶，节日福利，通讯补贴,企业服务,未融资,20-99人
产品经理（数据治理方向）,北京·丰台区·科技园区,20-30K,3-5年,本科,国信优易,"['数据产品', 'B端产品', 'SAAS产品', '数据分析']",带薪年假，定期体检，五险一金，补充医疗保险，交通补助，餐补,数据服务,B轮,500-999人
运营,北京·丰台区·科技园区,7-12K,3-5年,大专,法本,"['运营专员', '原创撰稿', 'TO B', '数据分析']",定期体检，企业文化，年终奖，五险一金，带薪年假，零食下午茶，员工旅游，加班补助，全勤奖，节日福利,计算机软件,已上市,10000人以上
产品经理,北京·丰台区·右安门,20-25K,5-10年,本科,神州信息,"['数据产品', '需求分析', '数据分析', 'TO B', 'TO C']",五险一金，餐补，带薪年假，朝九晚六，年终奖，通讯补贴，交通补助，定期体检，补充医疗保险,计算机软件,已上市,10000人以上
产品总监,北京·丰台区·科技园区,20-40K,3-5年,本科,南威软件,"['数据产品', '市场调研', '产品设计', '用户研究', '产品运营']",餐补，五险一金，零食下午茶，节日福利，交通补助，定期体检，带薪年假，年终奖，员工旅游，通讯补贴,计算机软件,已上市,1000-9999人
产品经理,北京·丰台区·科技园区,15-25K,3-5年,本科,招商新智,"['平台产品', '市场调研', '产品设计', '产品运营', '数据分析']",全勤奖，股票期权，带薪年假，补充医疗保险，节日福利，餐补，年终奖，五险一金，包吃，定期体检，通讯补贴，员工旅游，交通补助,计算机软件,不需要融资,500-999人
数据分析师-数据产品方向,北京·东城区·东直门,15-30K,1-3年,本科,百观科技,"['SQL', 'Python', '数据产品方向', '核心岗位', '产品开发']",定期体检，餐补，员工旅游，年终奖，交通补助，五险一金，零食下午茶，节日福利，带薪年假，通讯补贴，股票期权,互联网,A轮,100-499人
金融产品经理,北京·东城区·安贞,18-30K,3-5年,本科,金谷智通,"['数据产品', '策略产品', 'B端产品', '产品规划', '产品设计']",年终奖，带薪年假，餐补，五险一金,互联网,不需要融资,100-499人
产品经理 - 体育教育方向,北京·东城区·北京站,12-24K,3-5年,本科,体坛,"['产品设计', '市场调研', '需求分析', '数据分析', '用户研究']",,互联网金融,不需要融资,500-999人
商品信息专员,北京·东城区·北京站,6-10K,1年以内,本科,正大优鲜北京总部,"['数据分析', '数据产品', '电子商务', '商超零售', '食品快消']",,批发/零售,未融资,10000人以上
产品经理,北京·东城区·安贞,15-16K,5-10年,本科,金谷智通,"['功能产品', '数据产品', '产品设计', '数据分析']",五险一金，餐补，带薪年假，年终奖,互联网,不需要融资,100-499人
数据挖掘分析师,北京·昌平区·天通苑,8-12K,在校/应届,本科,鼎唐观数,"['数据挖掘', '数据分析', '大数据', '数据仓库', '数据采集']",团队氛围轻松，零食下午茶，节日福利，全勤奖，五险一金，员工旅游，通讯补贴，餐补，定期体检，年终奖，交通补助，带薪年假,数据服务,天使轮,20-99人
数据产品经理,北京·昌平区·回龙观,14-22K,3-5年,本科,北京赛博云睿智能...,"['需求分析', '产品设计', '数据分析', 'Axure', 'Visio']",餐补，年终奖，节日福利，五险一金，带薪年假,计算机软件,未融资,20-99人
大数据讲师,北京·昌平区·北七家,20-35K,3-5年,学历不限,千易云,"['Linux', 'java', '数据分析']",年终奖，五险一金，员工旅游，带薪年假，节日福利，股票期权,计算机软件,未融资,20-99人
互联网产品经理,北京·昌平区·回龙观,5-10K,1年以内,本科,诚意在线,"['产品设计', '产品规划', '市场调研', '需求分析', '用户研究']",零食下午茶，股票期权，年终奖，员工旅游，定期体检，五险一金,计算机软件,未融资,0-20人
数据产品经理,北京·昌平区·龙泽,4-6K,经验不限,本科,滴滴,"['SQL', '数据分析', 'Axure', '用户增长']",补充医疗保险，五险一金，定期体检,移动互联网,D轮及以上,1000-9999人
资深数据工艺工程师,北京·昌平区·南邵,20-30K,1-3年,本科,高德地图,"['数据分析', 'SQL', 'SAS', 'SPSS', '项目管理']",节日福利，餐补，补充医疗保险，股票期权，免费班车，年终奖，定期体检，员工旅游，带薪年假，五险一金，交通补助,互联网,已上市,1000-9999人
高级数据分析师,北京·西城区·长椿街,25-50K,经验不限,本科,中邮信科,"['数据分析', '数据挖掘', '数据仓库']",交通补助，员工旅游，企业年金，通讯补贴，补充医疗保险，包吃，带薪年假，定期体检，住房补贴，加班补助，生日券，节日福利，五险一金,计算机软件,未融资,1000-9999人
数据分析师,北京·西城区·西直门,18-20K,5-10年,本科,西马医疗,"['Excel', 'ECharts', 'SQL', 'Python', '财务分析']",通讯补贴，五险一金,企业服务,不需要融资,20-99人
数据分析师,北京·西城区·金融街,13-17K,3-5年,本科,北京资采,"['SQL', 'BI', '大数据', '运营商', 'PPT', '联通']",节日福利，五险一金，加班补助，股票期权，带薪年假，定期体检，年终奖,通信/网络设备,B轮,100-499人
数据分析师,北京·西城区·展览路,15-25K,在校/应届,本科,柠檬微趣,"['Python', 'Hive', 'Tableau', 'SQL']",定期体检，员工旅游，交通补助，补充医疗保险，餐补，节日福利，带薪年假，通讯补贴，年终奖，五险一金，加班补助，包吃，全勤奖，零食下午茶,互联网,已上市,100-499人
数据分析师,北京·西城区·马甸,18-23K,3-5年,本科,微言科技,"['SQL', 'Python', '建模']",五险一金，定期体检，带薪年假，节日福利,互联网,A轮,20-99人
数据分析师,北京·西城区·广安门,12-24K,1-3年,本科,建信融通,"['SQL', 'Python', '方差分析', '决策树']",补充医疗保险，节日福利，带薪年假，加班补助，定期体检，员工旅游，包吃，年终奖，交通补助，餐补，五险一金，通讯补贴,互联网金融,未融资,500-999人
产品经理-数据分析（运营）,北京·西城区·金融街,20-40K,3-5年,本科,北银金科,['SQL'],年终奖，通讯补贴，五险一金，交通补助，包吃，定期体检，加班补助，员工旅游，补充医疗保险，零食下午茶，节日福利,互联网,不需要融资,500-999人
商业分析师,北京·西城区·马甸,15-20K,5-10年,本科,CTR,['数据分析'],餐补，加班补助，全勤奖，住房补贴，节日福利，带薪年假，补充医疗保险，定期体检，五险一金，年终奖，交通补助,咨询,未融资,1000-9999人
产品经理,北京·西城区·马甸,15-25K,3-5年,本科,北京全景声信息科...,"['产品设计', '市场调研', '用户研究', '数据分析', '数据产品']",补充医疗保险，年终奖，餐补，节日福利，股票期权，零食下午茶，包吃，员工旅游，五险一金，带薪年假,计算机软件,B轮,20-99人
高级产品经理（CRM dynamic ERP方向 ）,北京·西城区·西直门,25-45K,3-5年,本科,沃丰科技,"['产品设计', '数据分析', '产品运营', '产品规划', '用户研究']",股票期权，加班补助，带薪年假，年终奖，员工旅游，餐补，全勤奖，五险一金，节日福利，交通补助，通讯补贴,互联网,C轮,500-999人
项目专员,北京·西城区·西直门,8-13K,经验不限,本科,高顿教育集团,"['教育培训', '项目专员', '社群运营', '新媒体运营']",补充医疗保险，定期体检，股票期权，带薪年假，年终奖，通讯补贴，节日福利，五险一金,在线教育,D轮及以上,1000-9999人
京东发行助理,北京·西城区·白纸坊,5-7K,1-3年,大专,天域北斗图书,"['京东运营', '电子商务', '数据统计分析', '发行', '电商平台']",员工旅游，春节假期15天，免费班车，五险一金，带薪年假,新闻/出版,未融资,100-499人
用户运营,北京·西城区·长椿街,8-12K,1-3年,大专,天使智汇,"['产品运营', '数据分析', 'C端用户运营', '会员体系']",绩效奖金，零食下午茶，带薪年假，五险一金，节日福利，定期体检，加班补助，年终奖，技能补贴，员工旅游,互联网,不需要融资,20-99人
银行运维专员,北京·西城区·阜成门,10-12K,3-5年,本科,恒通慧源,"['数据分析', '银行业务']",定期体检，年终奖，补充医疗保险，节日福利，全勤奖，带薪年假，五险一金,计算机软件,未融资,100-499人
优化师助理,北京·通州区·物资学院,4-5K,1年以内,大专,快推,"['带薪年假', '餐补', '交通补助', '快手媒体经验', '数据分析']",带薪年假，零食下午茶，餐补，五险一金，节日福利，加班补助，补充医疗保险，交通补助，员工旅游，定期体检,互联网,不需要融资,100-499人
项目专员（经验不限）,北京·通州区·梨园,7-9K,经验不限,本科,北京元祁,"['政府关系', '环境环保', '公共事业', '项目执行', '沟通协调']",节日福利，零食下午茶，五险一金，带薪年假，餐补，定期体检,咨询,未融资,20-99人
运营助理/专员,北京·通州区·通州西门,6-10K,1-3年,大专,中弘科技,"['电商运营', '数据分析', '全职', '运营专员']",带薪年假，通讯补贴，全勤奖，年终奖，节日福利，交通补助，五险一金，加班补助,电子商务,未融资,0-20人
